Código Promo;Propietario;Provincia;Localidad;Calle;Número;Cp;Id_Inmueble;Referencia;Tipo;PrecioVentaPúblico;PrecioAlquiler;
"00330028";"SAREB";"Barcelona";"Calella";"Colon";"63";"8370";"67293";"2001##00330028";"Piso";"146900";"0";
"00318962";"SAREB";"Girona";"Sant";"JOAN BORDAS";"32";"17220";"55522";"2001##00318962";"Piso";"87600";"0";
"00321307";"SAREB";"Barcelona";"Terrassa";"COLOM";"350";"8223";"74913";"2001##00321307";"Piso";"87100";"0";
"00320274";"SAREB";"Lleida";"Vielha";"CARRETERA GAUSAC";"2";"25530";"51173";"2001##00320274";"Piso";"165300";"0";
"00334738";"SAREB";"Lleida";"Tarrega";"SANT PELEGRI";"8";"25300";"61269";"2001##00334738";"Piso";"89600";"0";
"00319440";"SAREB";"Barcelona";"Olesa";"PROGRES";"110";"8640";"51311";"2001##00319440";"Piso";"156200";"0";
"00318999";"SAREB";"Barcelona";"Canet";"CANIGO";"2";"8360";"53852";"2001##00318999";"Piso";"131100";"0";
"00329217";"SAREB";"Lleida";"Arbeca";"Abadía";"4";"25140";"64630";"2001##00329217";"Casa";"115700";"0";
"00320873";"SAREB";"Barcelona";"Sabadell";"SAU";"111";"8202";"53253";"2001##00320873";"Piso";"89900";"0";
"00320875";"SAREB";"Tarragona";"Torredembarra";"DE LA ERA";"31";"43830";"53774";"2001##00320875";"Piso";"119500";"0";
"00330144";"SAREB";"Valencia";"La";"Augusto Danvila esquina Maestro Serrano";"0148";"46185";"65486";"2001##00330144";"Local";"194600";"0";
"00328785";"SAREB";"Tarragona";"Roda";"Cervantes";"6";"43883";"62123";"2001##00328785";"Piso";"137200";"0";
"00333818";"SAREB";"Baleares";"Inca";"MALFERITS";"41";"7300";"65443";"2001##00333818";"Piso";"67800";"0";
"00319511";"SAREB";"Lleida";"Lleida";"NORD";"33";"25007";"52254";"2001##00319511";"Piso";"85000";"0";
"00316921";"SAREB";"Barcelona";"Rubi";"LUXEMBURGO";"12";"8191";"82243";"2001##00316921";"Nave";"125300";"0";
"00322377";"SAREB";"Barcelona";"Capellades";"JOAN MARAGALL";"5";"8786";"55691";"2001##00322377";"Piso";"101400";"0";
"00320029";"SAREB";"Barcelona";"Barcelona";"CANTERA";"2";"8042";"54671";"2001##00320029";"Piso";"108400";"0";
"00328441";"SAREB";"Murcia";"Cartagena";"Río Segura (PLAYA HONDA)";"0087";"30385";"65036";"2001##00328441";"Piso";"99400";"0";
"00327852";"SAREB";"Cádiz";"La";"Alcaidesa";"8";"11300";"62407";"2001##00327852";"Casa";"193700";"0";
"00317304";"SAREB";"Barcelona";"Ripollet";"SANT ENRIC";"24";"8290";"53770";"2001##00317304";"Piso";"123900";"0";
"00327727";"SAREB";"Baleares";"Palma";"ANTONI RIBES";"28";"7006";"62406";"2001##00327727";"Local";"151300";"0";
"00317731";"SAREB";"Barcelona";"Badalona";"SATURN";"46";"8914";"50713";"2001##00317731";"Piso";"115600";"0";
"00318491";"SAREB";"Zaragoza";"Utebo";"UTEBO PARK";"7";"50180";"56990";"2001##00318491";"Piso";"84300";"0";
"00330336";"SAREB";"Barcelona";"Les";"MANUEL MANYA";"1";"8228";"65023";"2001##00330336";"Piso";"128900";"0";
"00334406";"SAREB";"Alicante";"Castalla";"Av Valencia 2 - Esq. Av de Alcoy";"0028";"3420";"63143";"2001##00334406";"Nave";"129900";"0";
"00333580";"SAREB";"Girona";"Salt";"D ANGEL GUIMERA";"0146";"17190";"119196";"2001##00333580";"Piso";"81600";"0";
"00328768";"SAREB";"Barcelona";"Gelida";"virgen de la Estrella";"471";"8790";"61295";"2001##00328768";"Casa";"158600";"0";
"00321979";"SAREB";"Barcelona";"Terrassa";"FRANCO CONDADO";"246";"8224";"88294";"2001##00321979";"Piso";"135600";"0";
"00329472";"SAREB";"Alicante";"Muchamiel";"ALFONSO XII";"41";"3110";"61533";"2001##00329472";"Local";"178600";"0";
"00330365";"SAREB";"Valencia";"Benetusser";"Murta";"9";"46910";"64604";"2001##00330365";"Piso";"72300";"0";
"00316575";"SAREB";"Tarragona";"Aiguamurcia";"CRISTOFOL";"34";"43714";"52344";"2001##00316575";"Casa";"76200";"0";
"00318166";"SAREB";"Barcelona";"Terrassa";"VALLES";"469";"8222";"51853";"2001##00318166";"Piso";"94800";"0";
"00329401";"SAREB";"Valencia";"Gilet";"CIUTAT JARDIN";"2";"46149";"65432";"2001##00329401";"Piso";"138900";"0";
"00320932";"SAREB";"Barcelona";"Gelida";"VELL TEMPS";"6";"8790";"50366";"2001##00320932";"Piso";"94600";"0";
"00319456";"SAREB";"Madrid";"Campo";"LOPE DE VEGA";"31";"28510";"56090";"2001##00319456";"Piso";"123200";"0";
"00332229";"SAREB";"Albacete";"Chinchilla";"CARACAS, 20";"1";"2520";"63894";"2001##00332229";"Nave";"68000";"0";
"00321000";"SAREB";"Tarragona";"Roquetes";"CHURRUCA";"1";"43520";"52021";"2001##00321000";"Piso";"76600";"0";
"00328139";"SAREB";"Valencia";"Naquera";"Vinyes Perdudes";"11";"46119";"65415";"2001##00328139";"Piso";"81400";"0";
"00319486";"SAREB";"Barcelona";"Terrassa";"RAMON I CAJAL";"187";"8223";"55354";"2001##00319486";"Piso";"109900";"0";
"00320978";"SAREB";"Tarragona";"Amposta";"TOLEDO";"16";"43870";"53849";"2001##00320978";"Piso";"55700";"0";
"00319399";"SAREB";"Barcelona";"Igualada";"CARDENAL VIVES";"11";"8700";"52088";"2001##00319399";"Piso";"112500";"0";
"00320428";"SAREB";"Barcelona";"Corbera";"SANT ANTONI";"54";"8757";"50432";"2001##00320428";"Piso";"140000";"0";
"00320471";"SAREB";"Barcelona";"Odena";"MASIA";"36";"8711";"53463";"2001##00320471";"Piso";"99700";"0";
"00317711";"SAREB";"Barcelona";"Terrassa";"CIUDAD DE PAMIERS";"27";"8222";"53219";"2001##00317711";"Piso";"86000";"0";
"00333850";"SAREB";"Barcelona";"Terrassa";"SANT GENIS, DE";"28";"8221";"62186";"2001##00333850";"Local";"81600";"0";
"00317712";"SAREB";"Barcelona";"Vic";"CENTELLES";"3";"8500";"55215";"2001##00317712";"Piso";"62400";"0";
"00300144";"SAREB";"Madrid";"Robledo";"Diego de Velázquez";"4";"28294";"48176";"2001##00300144";"Casa";"103500";"0";
"00335825";"SAREB";"Baleares";"Santa";"LLAÜT";"37";"7320";"61450";"2001##00335825";"Oficina";"167500";"0";
"00329232";"SAREB";"Barcelona";"Terrassa";"Mura";"2";"8227";"103359";"2001##00329232";"Piso";"170300";"0";
"00319068";"SAREB";"Barcelona";"Terrassa";"GUADIANA";"23";"8223";"51649";"2001##00319068";"Piso";"79400";"0";
"00319263";"SAREB";"Barcelona";"Canovelles";"SANT EUDALD";"50";"8420";"56674";"2001##00319263";"Piso";"97200";"0";
"00335254";"SAREB";"Baleares";"Sa";"GENERAL CABRINETTI";"27";"7420";"62336";"2001##00335254";"Piso";"130200";"0";
"00321452";"SAREB";"Valencia";"Gandia";"REPUBLICA ARGENTINA";"97";"46700";"71682";"2001##00321452";"Piso";"56200";"0";
"00319968";"SAREB";"Madrid";"Fuenlabrada";"HONDA";"16";"28944";"55704";"2001##00319968";"Piso";"95600";"0";
"00320465";"SAREB";"Barcelona";"Santpedor";"PONS GRAU";"82";"8251";"51317";"2001##00320465";"Piso";"123400";"0";
"00328943";"SAREB";"Madrid";"Madrid";"Santa María de la Cabeza";"132";"28019";"63880";"2001##00328943";"Local";"136000";"0";
"00317367";"SAREB";"Barcelona";"Badalona";"JUAN VALERA";"82";"8914";"56530";"2001##00317367";"Piso";"94900";"0";
"00318934";"SAREB";"Madrid";"Parla";"GUADALAJARA";"3";"28980";"56700";"2001##00318934";"Piso";"92700";"0";
"00321519";"SAREB";"Barcelona";"Badalona";"MIQUEL PRAT";"17";"8914";"94304";"2001##00321519";"Piso";"85400";"0";
"00336137";"SAREB";"Baleares";"Villafranca";"MESTRAL";"3";"7250";"61170";"2001##00336137";"Chalet";"221800";"0";
"00330944";"SAREB";"Barcelona";"Cardedeu";"DE DOS RIUS";"190";"8440";"63861";"2001##00330944";"Duplex";"185000";"0";
"00328933";"SAREB";"Albacete";"Albacete";"CALLE CUATRO PARCELA 104 NAVE 02";"CUATRO";"2006";"62755";"2001##00328933";"Nave";"93500";"0";
"00318995";"SAREB";"Barcelona";"Monistrol";"COLONIA CAN GOMIS";"4";"8691";"55243";"2001##00318995";"Piso";"71900";"0";
"00322450";"SAREB";"Tarragona";"Deltebre";"FELIX GRACIA";"2";"43580";"74881";"2001##00322450";"Piso";"63500";"0";
"00308177";"SAREB";"Tarragona";"Reus";"ALT DEL CARME";"60";"43201";"60745";"2001##00308177";"Piso";"62900";"0";
"00316189";"SAREB";"Barcelona";"Piera";"MONTJUIC";"27";"8784";"86032";"2001##00316189";"Casa";"111900";"0";
"00322231";"SAREB";"Girona";"Llivia";"CATALUNYA";"52";"17527";"53652";"2001##00322231";"Piso";"164300";"0";
"00317075";"SAREB";"Murcia";"Alcantarilla";"MADRID";"84";"30820";"71651";"2001##00317075";"Garaje";"7600";"0";
"00330979";"SAREB";"Lleida";"Tarrega";"Urgell";"16";"25300";"61487";"2001##00330979";"Casa";"132700";"0";
"00319276";"SAREB";"Murcia";"Lorca";"HERNANDO DE BURGOS";"1";"30800";"53749";"2001##00319276";"Piso";"112700";"0";
"00327836";"SAREB";"Lleida";"Tremp";"MONTLLOBAR";"?";"25620";"78624";"2001##00327836";"Garaje";"4800";"0";
"00316243";"SAREB";"Barcelona";"Sant";"ESQUIROL";"35";"8182";"52398";"2001##00316243";"Casa";"159800";"0";
"00328125";"SAREB";"Baleares";"Binisalem";"Guillem Marti";"16";"7350";"62368";"2001##00328125";"Local";"123500";"0";
"00333399";"SAREB";"Baleares";"Ciutadella";"MERCADAL";"23";"7760";"64264";"2001##00333399";"Piso";"377400";"0";
"00300891";"SAREB";"Lleida";"Lleida";"CORREGIDOR ESCOFET";"64";"25005";"94883";"2001##00300891";"Local";"149200";"0";
"00330811";"SAREB";"Murcia";"Torre";"Mero";"24";"30700";"65079";"2001##00330811";"Piso";"97300";"0";
"00316249";"SAREB";"Tarragona";"Figuerola";"COSTA DEL FORN";"20";"43811";"53421";"2001##00316249";"Casa";"141400";"0";
"00320833";"SAREB";"Barcelona";"L'Hospitalet";"TERRA BAIXA";"158";"8901";"56827";"2001##00320833";"Piso";"126400";"0";
"00316318";"SAREB";"Valencia";"Alqueria";"JOAN CARLES I";"59";"46715";"54423";"2001##00316318";"Casa";"73400";"0";
"00331281";"SAREB";"Girona";"Salt";"Angel Guimera";"83";"17190";"83938";"2001##00331281";"Piso";"81200";"0";
"00320068";"SAREB";"Barcelona";"Badalona";"GENERAL MORAGUES";"10";"8914";"52279";"2001##00320068";"Piso";"127300";"0";
"00330355";"SAREB";"Granada";"Peligros";"ENCINAR";"33";"18210";"62799";"2001##00330355";"Casa";"223500";"0";
"00321044";"SAREB";"Barcelona";"Sabadell";"MULHACEN";"2";"8207";"51842";"2001##00321044";"Piso";"164500";"0";
"00333770";"SAREB";"Granada";"Gojar";"VISTA NEVADA";"15";"18150";"64365";"2001##00333770";"Piso";"241900";"0";
"00327323";"SAREB";"Barcelona";"Granollers";"Bartomeu Brufalt";"0043";"8402";"88274";"2001##00327323";"Piso";"180800";"0";
"00328277";"SAREB";"Baleares";"Villafranca";"Mestral";"6";"7250";"61400";"2001##00328277";"Chalet";"226400";"0";
"00321801";"SAREB";"Barcelona";"Cubelles";"RIU FRAMCOLI";"0";"8880";"51765";"2001##00321801";"Piso";"178300";"0";
"00300893";"SAREB";"Lleida";"Lleida";"CORREGIDOR ESCOFET";"62";"25005";"94884";"2001##00300893";"Local";"138700";"0";
"00317315";"SAREB";"Barcelona";"Vic";"GENERALITAT";"44";"8500";"85449";"2001##00317315";"Piso";"89300";"0";
"00317996";"SAREB";"Barcelona";"Santa";"NURIA";"25";"8923";"51891";"2001##00317996";"Piso";"80500";"0";
"00316259";"SAREB";"Guadalajara";"Trijueque";"COLLAILLO";"356";"19192";"55834";"2001##00316259";"Casa";"92300";"0";
"00317435";"SAREB";"Barcelona";"Sabadell";"ARRAHONA MERINALS";"118";"8205";"50364";"2001##00317435";"Piso";"66600";"0";
"00316260";"SAREB";"Toledo";"Cabañas";"ALONSO COBARRUBIAS";"25";"45592";"55787";"2001##00316260";"Chalet";"88200";"0";
"00320689";"SAREB";"Barcelona";"Terrassa";"FRANSESC LAYRET";"5";"8224";"52955";"2001##00320689";"Piso";"85000";"0";
"00319996";"SAREB";"Barcelona";"Santa";"CIRCUMVAL·LACIO";"113";"8923";"51264";"2001##00319996";"Piso";"88100";"0";
"00316230";"SAREB";"Barcelona";"Argentona";"GALLIFA BELLOT";"2";"8310";"51918";"2001##00316230";"Casa";"921900";"0";
"00333497";"SAREB";"Tarragona";"Llorenc";"ABAT ESCARRE";"22";"43712";"63804";"2001##00333497";"Piso";"152600";"0";
"00321352";"SAREB";"Barcelona";"Terrassa";"DOCTOR FERRAN";"32";"8226";"53783";"2001##00321352";"Piso";"95600";"0";
"00321261";"SAREB";"Barcelona";"Mataro";"PABLO PICASSO";"28";"8304";"116631";"2001##00321261";"Piso";"102800";"0";
"00319135";"SAREB";"Barcelona";"Terrassa";"GUADALHORCE";"2";"8223";"53637";"2001##00319135";"Piso";"93900";"0";
"00320034";"SAREB";"Castellón";"Castellón";"JACINTO BENAVENTE";"20";"12006";"54772";"2001##00320034";"Piso";"67500";"0";
"00333799";"SAREB";"Baleares";"Manacor";"CALA DOMINGOS ED 2";"0167";"7689";"62307";"2001##00333799";"Piso";"158800";"0";
"00320013";"SAREB";"Barcelona";"Terrassa";"HISPANITAT";"14";"8225";"51758";"2001##00320013";"Piso";"95400";"0";
"00319102";"SAREB";"Barcelona";"Badalona";"AGUEDA MOMPEL";"66";"8917";"53864";"2001##00319102";"Piso";"111400";"0";
"00320062";"SAREB";"Tarragona";"El";"INDUSTRIA";"30";"43700";"52356";"2001##00320062";"Piso";"130600";"0";
"00316307";"SAREB";"Barcelona";"Vilanova";"MONISTROL";"8";"8788";"54136";"2001##00316307";"Casa";"212400";"0";
"00317454";"SAREB";"Murcia";"Murcia";"GENERAL MARTIN DE LA CARRERA";"1";"30011";"56496";"2001##00317454";"Piso";"81500";"0";
"00318901";"SAREB";"Barcelona";"L'Hospitalet";"NORD";"4";"8905";"117837";"2001##00318901";"Piso";"127600";"0";
"00316376";"SAREB";"Toledo";"Burujon";"DONANTES DE SANGRE";"2";"45521";"54153";"2001##00316376";"Casa";"71500";"0";
"00317390";"SAREB";"Murcia";"San";"DOCTOR PARDO LOPEZ";"1";"30730";"50823";"2001##00317390";"Piso";"71400";"0";
"00331884";"SAREB";"Barcelona";"Badalona";"FEDERICO GARCÍA LORCA";"12";"8914";"62302";"2001##00331884";"Local";"122700";"0";
"00321167";"SAREB";"Tarragona";"Mora";"TARRAGONA";"21";"43740";"56078";"2001##00321167";"Piso";"79200";"0";
"00300376";"SAREB";"Burgos";"Cardeñajimeno";"LA ACACIA";"19";"9193";"48225";"2001##00300376";"Piso";"197900";"0";
"00321390";"SAREB";"Valencia";"Valencia";"ESCULTOR PIQUER";"32";"46019";"52087";"2001##00321390";"Piso";"62900";"0";
"00333995";"SAREB";"Girona";"Figueres";"Ponent";"36";"17600";"63666";"2001##00333995";"Piso";"63200";"0";
"00321336";"SAREB";"Castellón";"Castellón";"JORGE JUAN";"115";"12006";"53348";"2001##00321336";"Piso";"75100";"0";
"00322138";"SAREB";"Barcelona";"Santa";"BEETHOVEN";"24";"8923";"97835";"2001##00322138";"Piso";"84200";"0";
"00317346";"SAREB";"Barcelona";"Vilanova";"CHURRUCA";"44";"8788";"56608";"2001##00317346";"Piso";"95900";"0";
"00301510";"SAREB";"Huesca";"Grañen";"BALTASAR GRACIÁN";"7";"22260";"48163";"2001##00301510";"Piso";"126300";"0";
"00335219";"SAREB";"Baleares";"Santa";"LLIBERTAT";"21";"7450";"62925";"2001##00335219";"Casa";"112300";"0";
"00321269";"SAREB";"Girona";"Olot";"ALBA ROSA";"1";"17800";"55011";"2001##00321269";"Piso";"84000";"0";
"00327831";"SAREB";"Baleares";"Felanitx";"PARCELA TORRENUEVA, Sector 14-C-3";"00H2";"7420";"61960";"2001##00327831";"Garaje";"12700";"0";
"00316430";"SAREB";"Barcelona";"El";"NUMERO 1";"106";"8254";"56352";"2001##00316430";"Casa";"147500";"0";
"00329855";"SAREB";"Murcia";"Aguilas";"Horacio Fernández Inguanzo";"6";"30880";"61958";"2001##00329855";"Local";"71100";"0";
"00319816";"SAREB";"Barcelona";"Badalona";"LEPANTO";"23";"8914";"56782";"2001##00319816";"Piso";"126900";"0";
"00329702";"SAREB";"Castellón";"Castellón";"SERRADAL";"0004";"12100";"65262";"2001##00329702";"Piso";"73200";"0";
"00321299";"SAREB";"Barcelona";"Premia";"JOAN PRIM";"75";"8330";"56022";"2001##00321299";"Piso";"126300";"0";
"00318204";"SAREB";"Barcelona";"Sabadell";"ANIBAL";"9";"8208";"56979";"2001##00318204";"Piso";"69600";"0";
"00321265";"SAREB";"Tarragona";"Tarragona";"SANT TOMAS";"0";"43007";"55152";"2001##00321265";"Piso";"61600";"0";
"00321156";"SAREB";"Madrid";"Miraflores";"ALTO DEL RUBIO";"11";"28792";"54234";"2001##00321156";"Piso";"94100";"0";
"00320005";"SAREB";"Barcelona";"Malgrat";"FELIX CARDONA";"3";"8380";"53341";"2001##00320005";"Piso";"89300";"0";
"00329800";"SAREB";"Granada";"Alfacar";"Las Maholicas";"8";"18170";"61903";"2001##00329800";"Casa";"147700";"0";
"00320469";"SAREB";"Tarragona";"Amposta";"CATALUNYA";"103";"43870";"54265";"2001##00320469";"Piso";"90900";"0";
"00316387";"SAREB";"Tarragona";"Vilaseca/Vila";"RIUDOMS";"12";"43480";"56487";"2001##00316387";"Casa";"139400";"0";
"00322557";"SAREB";"Murcia";"Alcantarilla";"MADRID";"84";"30820";"53628";"2001##00322557";"Piso";"51200";"0";
"00321295";"SAREB";"Barcelona";"Sabadell";"RAMON JOVE";"7";"8208";"52552";"2001##00321295";"Piso";"59500";"0";
"00322492";"SAREB";"Barcelona";"Vilanova";"MOSSEN CINTO VERDAGUER";"21";"8788";"51456";"2001##00322492";"Piso";"85100";"0";
"00322046";"SAREB";"Castellón";"Onda";"CATALUNYA";"64";"12200";"51511";"2001##00322046";"Ático";"89300";"0";
"00334371";"SAREB";"Granada";"Huescar";"NUESTRA SEÑORA DE LA CONSOLACION";"4";"18830";"61360";"2001##00334371";"Piso";"121300";"0";
"00318553";"SAREB";"Barcelona";"Terrassa";"RENAIXEMENT";"75";"8226";"55717";"2001##00318553";"Piso";"102100";"0";
"00327583";"SAREB";"Baleares";"Palma";"JORGE SEPULVEDA";"3";"7010";"61356";"2001##00327583";"Piso";"209000";"0";
"00333117";"SAREB";"Valencia";"Leliana";"Mayor";"3";"46183";"70722";"2001##00333117";"Piso";"96600";"0";
"00322099";"SAREB";"Barcelona";"Santa";"LLUIS COMPANYS";"63";"8130";"54885";"2001##00322099";"Piso";"96500";"0";
"00320913";"SAREB";"Barcelona";"Rubi";"PENEDES";"18";"8191";"54681";"2001##00320913";"Piso";"95500";"0";
"00322697";"SAREB";"Lleida";"Agramunt";"RAVAL PUIGVERD";"3";"25310";"94603";"2001##00322697";"Piso";"46200";"0";
"00319235";"SAREB";"Barcelona";"Vic";"RAIMON D&amp;apos;ABADAL";"32";"8500";"51047";"2001##00319235";"Piso";"77900";"0";
"00322696";"SAREB";"Lleida";"Agramunt";"RAVAL PUIGVERD";"3";"25310";"94602";"2001##00322696";"Piso";"48300";"0";
"00322555";"SAREB";"Barcelona";"Canyelles";"MUNTANYA DEL MAR";"35";"8811";"53635";"2001##00322555";"Piso";"68900";"0";
"00322695";"SAREB";"Lleida";"Agramunt";"RAVAL PUIGVERD";"3";"25310";"94596";"2001##00322695";"Piso";"45200";"0";
"00331136";"SAREB";"Baleares";"Villafranca";"MESTRAL";"2";"7250";"62608";"2001##00331136";"Piso";"222000";"0";
"00333576";"SAREB";"Barcelona";"Sabadell";"Vía Júlia";"3-5";"8206";"64049";"2001##00333576";"Local";"197800";"0";
"00318283";"SAREB";"Tarragona";"Reus";"COMERÇ";"3";"43206";"54939";"2001##00318283";"Piso";"95500";"0";
"00322061";"SAREB";"Madrid";"Madrid";"CIUDAD DE BARCELONA";"51";"28007";"103787";"2001##00322061";"Piso";"161500";"0";
"00334135";"SAREB";"Lleida";"Tremp";"DEL GENERAL CASSOLA";"3";"25620";"78640";"2001##00334135";"Piso";"73700";"0";
"00334446";"SAREB";"Barcelona";"Terrassa";"FRANCESC LAYRET";"9";"8224";"70361";"2001##00334446";"Piso";"113900";"0";
"00329750";"SAREB";"Barcelona";"Martorell";"GERMANS MARTI";"8";"8760";"61155";"2001##00329750";"Piso";"157900";"0";
